_id,ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,วันที่รายงาน,เวลาที่รายงาน,ACC_CODE,หน่วยงาน,สายทางหน่วยงาน,รหัสสายทาง,สายทาง,KM,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,ลักษณะการเกิดเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,รถและคนที่เกิดเหตุ,รถจักรยานยนต์,รถสามล้อเครื่อง,รถยนต์นั่งส่วนบุคคล,รถตู้,รถปิคอัพโดยสาร,รถโดยสารมากกว่า4ล้อ,รถปิคอัพบรรทุก4ล้อ,รถบรรทุก6ล้อ,รถบรรทุกไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ,รถอีแต๋น,รถอื่นๆ,คนเดินเท้า,ผู้เสียชีวิต,ผู้บาดเจ็บสาหัส,ผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ
3514,2026,46069,13:00,46070,11:23,กรมทางหลวง,ทางหลวง,314,บางปะกง - แสนภูดาษ,5.1,ฉะเชิงเทรา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.55437813,100.9914753,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,
3515,2026,46069,13:00,46084,17:07,กรมทางหลวง,ทางหลวง,2321,ใหม่สามัคคี - นิยมชัย,11,ลพบุรี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางโค้งกว้าง+ไม่มีความลาดชัน,สูญเสียการควบคุม,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.25943963,101.0315019,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
3516,2026,46069,13:13,46080,15:19,กรมทางหลวง,ทางหลวง,367,ทางเลี่ยงเมืองกาญจนบุรี,8.1,กาญจนบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.04350826,99.53111091,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
3517,2026,46069,13:31,46070,8:43,กรมทางหลวง,ทางหลวง,7,หนองข้างคอก - ตะเคียนเตี้ย,90.1,ชลบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.20534973,101.0034741,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
3518,2026,46069,14:00,46076,9:51,กรมทางหลวง,ทางหลวง,4,คลองท่อม - นาวง,1009.142,กระบี่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.93174,99.14596,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
3519,2026,46069,14:04,46070,16:21,กรมทางหลวง,ทางหลวง,1214,น้ำอ่าง - วังผาชัน,16.125,อุตรดิตถ์,รถบรรทุก 6 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,17.46978279,100.2632864,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,
3520,2026,46069,14:04,46070,9:59,กรมทางหลวงชนบท,ทางหลวงชนบท,สบ.1002,แยกทางหลวงหมายเลข 1 (กม.ที่ 123+400) - บ้านสองคอน,3.7,สระบุรี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,แจ่มใส,14.659295,100.918679,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,
3521,2026,46069,14:23,46085,10:20,กรมทางหลวง,ทางหลวง,3312,ลำลูกกา - คลอง16,17.3,ปทุมธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.9398073,100.7619935,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,
3522,2026,46069,14:30,46076,8:54,กรมทางหลวง,ทางหลวง,4,คลองท่อม - นาวง,1034.65,กระบี่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.75037,99.25847,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3523,2026,46069,14:30,46085,9:21,กรมทางหลวง,ทางหลวง,1148,ท่าวังผา - ผาหลัก,11.6,น่าน,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางโค้งกว้าง+ที่ลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,19.20998927,100.7710259,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
3524,2026,46069,15:16,46076,6:54,กรมทางหลวง,ทางหลวง,324,ตลาดเขต - จรเข้สามพัน,49.8,สุพรรณบุรี,รถสามล้อเครื่อง,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.30041,99.85817,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,
3525,2026,46069,15:19,46070,10:11,กรมทางหลวง,ทางหลวง,7,แขวงคลองสองต้นนุ่น - พิมพา,27.9,สมุทรปราการ,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.66289585,100.8546612,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3526,2026,46069,16:30,46087,10:05,กรมทางหลวง,ทางหลวง,4009,เวียงสระ - บางสวรรค์,106.512,สุราษฎร์ธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,8.600338061,99.02528639,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3527,2026,46069,16:35,46086,15:15,กรมทางหลวง,ทางหลวง,4037,สองแพรก - ควนสว่าง,34.542,สุราษฎร์ธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,แจ่มใส,8.371154988,99.06328018,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3528,2026,46069,17:50,46071,14:21,กรมทางหลวงชนบท,ทางหลวงชนบท,สพ.4002,แยกทางหลวงหมายเลข 3086 (กม.ที่ 100+050) - บ้านวังคัน,3,สุพรรณบุรี,รถจักรยานยนต์,ทางตรง+ที่ลาดชัน,การซ่อม/สร้างบนสายทาง,,แจ่มใส,14.837361,99.61381,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
3529,2026,46069,18:30,46080,9:27,กรมทางหลวง,ทางหลวง,4030,ถลาง - หาดราไวย์,13.5,ภูเก็ต,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ถนนลื่น,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,7.957307869,98.28424226,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
3530,2026,46069,19:20,46071,10:39,กรมทางหลวง,ทางหลวง,321,ดอนแจง - สุพรรณบุรี,86.08,สุพรรณบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),,14.42638222,99.98408318,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
3531,2026,46069,20:07,46083,8:55,กรมทางหลวง,ทางหลวง,316,เขาไร่ยา - จันทบุรี,2.6,จันทบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,12.64410312,102.0914358,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,
3532,2026,46069,20:30,46072,10:11,กรมทางหลวง,ทางหลวง,362,ถนนวงแหวนรอบเมืองสระบุรี,9.11,สระบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,แสงสว่างไม่เพียงพอ,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.5606757,100.9025453,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3533,2026,46069,20:45,46070,13:18,กรมทางหลวง,ทางหลวง,1110,ประดาง - วังเจ้า,22.147,ตาก,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,16.65936617,99.23550949,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,8,
3534,2026,46069,20:54,46071,15:02,กรมทางหลวง,ทางหลวง,7,หนองข้างคอก - ตะเคียนเตี้ย,108.3,ชลบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.04358735,100.9961531,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3535,2026,46069,21:00,46086,9:54,กรมทางหลวง,ทางหลวง,1,บ้านหวด - แม่กา,792.95,ลำปาง,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,18.79792546,99.96161568,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,
3536,2026,46069,21:30,46070,15:15,กรมทางหลวง,ทางหลวง,201,หนองบัวโคก - บ้านลี่,93.775,ชัยภูมิ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.61429632,101.9136164,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
3537,2026,46069,22:00,46070,14:45,กรมทางหลวง,ทางหลวง,4103,เบญจม - จังหูน,28,นครศรีธรรมราช,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,แสงสว่างไม่เพียงพอ,อื่นๆ,แจ่มใส,8.32335594,99.94363424,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,
3538,2026,46069,22:01,46070,9:15,กรมทางหลวง,ทางหลวง,340,สุพรรณบุรี - ศรีประจันต์,106.15,สุพรรณบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.76911184,100.0922419,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3539,2026,46069,23:00,46072,13:49,กรมทางหลวง,ทางหลวง,1,แม่กา - แยกประตูชัย,839.3,พะเยา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,19.16655716,99.91025606,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3540,2026,46069,23:00,46074,16:06,กรมทางหลวง,ทางหลวง,9,แขวงรามอินทรา - บางพลี,55,กรุงเทพมหานคร,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.72781265,100.7017095,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,
3541,2026,46069,23:30,46086,8:49,กรมทางหลวง,ทางหลวง,4,พังลา - จุดผ่านแดนถาวรสะเดา(เขตแดนไทย/มาเลเซีย),1275.9,สงขลา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,6.820873619,100.4590125,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,
3542,2026,46070,0:01,46077,10:30,กรมทางหลวง,ทางหลวง,407,ควนหิน - เขารูปช้าง,22.39,สงขลา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.134629003,100.5821903,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3543,2026,46070,0:05,46086,11:28,กรมทางหลวง,ทางหลวง,42,สะปอม - ปาเสมัส,255.245,นราธิวาส,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,6.055265755,102.0170125,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,
3544,2026,46070,0:30,46083,15:40,กรมทางหลวง,ทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,22.5,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,19.00328864,98.97204682,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
3545,2026,46070,2:00,46083,5:57,กรมทางหลวง,ทางหลวง,1,พาน - ร่องขุ่น,918.63,เชียงราย,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,19.81565394,99.75934867,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
3546,2026,46070,2:30,46077,15:13,กรมทางหลวง,ทางหลวง,4001,แยกโพธารส - ท่ายาง,3.02,ชุมพร,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,อื่นๆ,ฝนตก,10.48296795,99.19935861,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
3547,2026,46070,4:30,46071,9:06,กรมทางหลวง,ทางหลวง,2,พล - บ้านไผ่,282.55,ขอนแก่น,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.96578015,102.6912375,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
3548,2026,46070,5:00,46073,14:18,กรมทางหลวง,ทางหลวง,1,หนองแค - หินกอง,83.9,สระบุรี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,หลับใน,อื่นๆ,,14.33241671,100.8490076,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
3549,2026,46070,6:20,46073,11:00,กรมทางหลวง,ทางหลวง,101,แยกปากจั๊วะ - แยกเจริญราษฎร์,237,แพร่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,อื่นๆ,แจ่มใส,18.0483681,100.112208,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
3550,2026,46070,6:33,46072,9:54,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,13,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.09129716,100.6918605,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
3551,2026,46070,7:40,46072,9:53,กรมทางหลวง,ทางหลวง,4,เขาวัง - หนองบ้วย,166.4,เพชรบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,12.99349414,99.90537273,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,
3552,2026,46070,7:40,46087,10:10,กรมทางหลวง,ทางหลวง,401,พนม - ช่องชาลี,89.79,สุราษฎร์ธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,8.923016699,98.9112626,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
3553,2026,46070,7:50,46071,9:31,กรมทางหลวง,ทางหลวง,3079,ศรีมหาโพธิ - พญาจ่าย,28.35,ปราจีนบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,13.92433071,101.5685324,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
3554,2026,46070,8:00,46073,7:42,กรมทางหลวง,ทางหลวง,305,องครักษ์ - นครนายก,48.06,นครนายก,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ยางเสื่อมสภาพ/ยางแตก,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.15176414,100.9927789,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,
3555,2026,46070,8:00,46073,10:50,กรมทางหลวง,ทางหลวง,4,หนองหมู - ห้วยยาง,291.6,ประจวบคีรีขันธ์,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,ฝนตก,11.96273394,99.83232231,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3556,2026,46070,8:15,46083,16:19,กรมทางหลวง,ทางหลวง,303,ราษฎร์บูรณะ - พระสมุทรเจดีย์,19.33,สมุทรปราการ,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.59890466,100.5606515,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
3557,2026,46070,8:35,46072,9:49,กรมทางหลวง,ทางหลวง,3038,ดอนเจดีย์ - ศรีประจันต์,1.6,สุพรรณบุรี,รถจักรยานยนต์,,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,14.63024695,100.0305337,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
3558,2026,46070,8:41,46083,14:31,กรมทางหลวง,ทางหลวง,11,อุโมงค์ - รินคำ,559.94,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,18.81216535,98.98842231,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
3559,2026,46070,9:40,46070,10:31,กรมทางหลวง,ทางหลวง,1020,เชียงราย - โป่งเกลือ,15.28,เชียงราย,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,19.7709706,99.91133228,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
3560,2026,46070,10:10,46071,15:14,กรมทางหลวง,ทางหลวง,11,อุโมงค์ - รินคำ,559.16,เชียงใหม่,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,18.81111325,98.99586886,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,
3561,2026,46070,10:45,46071,9:45,กรมทางหลวง,ทางหลวง,12,หนองเสือ - วังวน,145.925,สุโขทัย,รถจักรยานยนต์,,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,17.00744423,99.57680442,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,
3562,2026,46070,11:23,46070,13:12,กรมทางหลวง,ทางหลวง,7,ทางต่างระดับหนองขาม - ท่าเรือแหลมฉบัง,8.091,ชลบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.10318148,100.9119438,4,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,
3563,2026,46070,11:52,46070,14:01,กรมทางหลวง,ทางหลวง,35,ดาวคะนอง - แสมดำ,10.35,กรุงเทพมหานคร,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.63890616,100.4056272,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
3564,2026,46070,13:20,46071,10:15,กรมทางหลวง,ทางหลวง,317,พังงอน - เขาแหลม,58.8,จันทบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.09401844,102.2504308,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,
3565,2026,46070,13:20,46084,6:43,กรมทางหลวง,ทางหลวง,3319,เนินกว้าว - บันไดสามขั้น,5.4,นครสวรรค์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.539376,100.0226292,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,
3566,2026,46070,14:08,46071,10:09,กรมทางหลวง,ทางหลวง,338,อรุณอมรินทร์ - พุทธมณฑลสาย4,0.253,กรุงเทพมหานคร,รถจักรยานยนต์,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.78754077,100.4684325,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
3567,2026,46070,14:45,46080,8:52,กรมทางหลวง,ทางหลวง,201,โนนหัน - ผานกเค้า,250.9,ขอนแก่น,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,16.73904715,102.0000542,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,
3568,2026,46070,15:14,46083,8:43,กรมทางหลวง,ทางหลวง,408,หัวถนน - เฉลิมพระเกียรติ,24.7,นครศรีธรรมราช,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,8.173447957,100.0449513,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3569,2026,46070,15:43,46072,11:33,กรมทางหลวง,ทางหลวง,23,บรบือ - หนองจิก,52.475,มหาสารคาม,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,16.09143503,103.171218,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,
3570,2026,46070,15:55,46086,10:37,กรมทางหลวง,ทางหลวง,32,อ่างทอง - ไชโย,55.4,อ่างทอง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ถนนลื่น,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,14.62576601,100.4719454,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
3571,2026,46070,16:42,46077,15:55,กรมทางหลวง,ทางหลวง,22,หนองขาม - หนองหาน,10.75,อุดรธานี,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,17.35644494,102.8828104,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,
3572,2026,46070,16:52,46071,11:20,กรมทางหลวง,ทางหลวง,7,แขวงคลองสองต้นนุ่น - พิมพา,26.9,สมุทรปราการ,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.66779696,100.8470289,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
3573,2026,46070,17:00,46072,14:25,กรมทางหลวง,ทางหลวง,305,องครักษ์ - นครนายก,51.1,นครนายก,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,ฝนตก,14.16814538,101.015735,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3574,2026,46070,17:19,46072,11:00,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,23,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.0026248,100.7074642,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
3575,2026,46070,17:30,46079,10:26,กรมทางหลวง,ทางหลวง,204,,6.475,นครราชสีมา,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถย้อนศร,อื่นๆ,แจ่มใส,15.01084973,102.061969,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
